repo,sha,date,author,at_snapshot,subject
pandas,763b98debc8df2dde02bfcf1fac33e8590f05ef2,2026-07-16 07:31:49 -0700,jbrockmendel,False,BUG: SparseArray.astype to int silently dropped NaT fill via Series.astype (GH#49631) (#66175)
pandas,415bfc01ff30f15693e636b3ef8be67d2d27c525,2026-07-16 07:32:13 -0700,jbrockmendel,False,BUG: setitem-with-expansion casting regressions from GH#62523 (#66251)
pandas,95f2d5a36f15951b97fca68abe328a3eccc098ba,2026-07-16 09:26:48 -0700,jbrockmendel,False,DEPR: to_datetime with integer/float values and format argument (#65181)
pandas,c04543082b79f50c5419ce379fa6d09f8c3581f4,2026-07-16 12:52:31 -0700,jbrockmendel,False,BUG: nullable/arrow EA setitem silently storing out-of-range values (GH#47776) (#66321)
pandas,f2408dafb15cd7f125c0aedc76fcd5c74e055c7f,2026-07-16 12:53:04 -0700,jbrockmendel,False,BUG: DataFrame.agg with list of funcs mishandles non-reduction methods (GH#65031) (#66173)
pandas,b6d6f07f3a3dbd2b0c9ffa3f4e6757b43122dc0d,2026-07-16 14:44:33 -0700,jbrockmendel,False,BUG: Fix to_period losing month anchor for start/business offsets (#64954)
pandas,59a21692b2d81110a8e5b8a1f72a587c46972c72,2026-07-16 17:48:52 -0700,jbrockmendel,False,BUG: read_csv parallel path silently corrupts data under low_memory=False (GH#64347) (#66327)
pandas,b2d68b79b0afffb8b79a6e4d330d9350ac131693,2026-07-17 08:45:15 -0700,jbrockmendel,False,PERF: faster to_datetime parsing of timezone-aware strings (#66123)
pandas,242ed0853a4f8f88d69b3c8fb46a1c54e77de978,2026-07-17 08:46:04 -0700,jbrockmendel,False,PERF: serialize tz-aware datetime to_json from datetime64 ndarray (#66007)
pandas,8af7837a1f33e2aff5d2f3a9eb1a5c748c2c3b93,2026-07-17 08:47:32 -0700,jbrockmendel,False,BUG: PeriodIndex resample to a finer frequency bypassed aggregation (#65096)
pandas,e47fb8357cdb7b84449101ba8edc952874a9ce65,2026-07-17 14:08:53 -0700,jbrockmendel,False,BUG: rolling cov/corr NaN poisoning after empty window (GH#65739) (#66243)
pandas,d982e59797d94f7f7bb3e6ed8b1f2a23fe6601b0,2026-07-17 14:37:16 -0700,jbrockmendel,False,BUG: Fix TimedeltaIndex string slice resolution (#64870)
pandas,5441d6aa20f70555dd4b7249ef711c7f855928b4,2026-07-17 16:47:11 -0700,jbrockmendel,False,BUG: make resample with Day freq consistent with equivalent Hour freq (#64793)
pandas,f6df82f9d0bdba793cbe34251f57c5d6e3fe804c,2026-07-17 16:48:21 -0700,jbrockmendel,False,PERF: vectorize to_datetime(DataFrame) field assembly (#65195)
pandas,1e2d66cd23b6081e320e067a647f8a24c4647742,2026-07-19 08:49:59 -0700,jbrockmendel,False,PERF: reduce overhead in sorted merges and safe_sort (#66127)
pandas,e7498cf51960a541b29933074fb3eec0861054a2,2026-07-19 08:51:18 -0700,jbrockmendel,False,PERF: avoid materializing set/list in isin for common dtype cases (#65284)
pandas,ad69b35ffb5bfd9c754f46446b4e7bef295274ea,2026-07-19 11:50:42 -0700,jbrockmendel,False,BUG: merge(sort=False) silently corrupts matches for extreme integer keys (GH#64148) (#66253)
pandas,42a544151a913ec6e13f6aeaa0ae16ade875fa6e,2026-07-19 11:51:38 -0700,jbrockmendel,False,PERF: read_csv parse_dates directly to datetime64 in C parser (#65353)
pandas,b3d317ce4502f8b4c080bb05c9443b308c50e0c0,2026-07-19 11:52:10 -0700,jbrockmendel,False,PERF: read_csv fast paths for nullable and pyarrow-backed EA dtypes (#66279)
pandas,1b89229d1c9fa5e81fc450d7f8b779f25d67b529,2026-07-19 11:59:23 -0700,jbrockmendel,False,PERF: reduce overhead in DataFrame reductions with axis=1 (GH#51474) (#66131)
pandas,b108e252ae6b89cbde809956befae361c6b7d906,2026-07-19 12:00:53 -0700,jbrockmendel,False,BUG: prevent silent corruption of Index via .values/.array (GH#38547) (#65994)
pandas,0351167329f3d03830859d2247416f0fa8f95f91,2026-07-19 14:48:24 -0700,jbrockmendel,False,ERR: clearer messages for various cryptic errors (#66311)
pandas,4b7971977a2f9a70ac34a5e04ff509fe1298efd4,2026-07-19 14:49:07 -0700,jbrockmendel,False,PERF: probe before allocating in read_csv dtype inference (#66273)
pandas,3bb478be0b8b01523ccb7bb295797e5296dc55bb,2026-07-19 17:25:43 -0700,jbrockmendel,False,PERF: typed non-boxing path for get_indexer_non_unique (#66125)
pandas,22cf101e3119b316daf8a489dba13b001296a654,2026-07-19 17:28:03 -0700,jbrockmendel,False,BUG: incorrect tz offsets for distant dates with negative-DST zoneinfo timezones (GH#65712) (#66219)
pandas,6795d8231f9d8c585fbf46fb20f4cad19819b7ea,2026-07-19 17:29:07 -0700,jbrockmendel,False,TST: add check_freq to assert_index_equal (#65194)
pandas,54d39de0d96d4e947af9096c30104631bf5e9652,2026-07-19 17:32:39 -0700,jbrockmendel,False,"DEPR: allowing non-(ndarray, ExtensionArray, Index, Series) in is_array_like usages (GH#52834) (#66213)"
pandas,e83a2a29dff5ea2cead31f68345b788266b808a1,2026-07-20 11:16:22 -0700,jbrockmendel,False,DOC: batch of documentation clarifications (#66308)
pandas,dfb90cb1605944b24e8a1a0fec7667c73f5a5be8,2026-07-20 13:37:06 -0700,jbrockmendel,False,PERF: keep the read_csv chunk split when one line is very long (#66392)
pandas,6514522997b3aae3dad98891936aad41d9939263,2026-07-20 13:37:42 -0700,jbrockmendel,False,PERF: GIL-free loop and fixed-layout fast path for the read_csv parse_dates fastpath (#66278)
pandas,94fe9d6d03029ca6c8d244f6c70e89e97845265a,2026-07-20 13:42:52 -0700,jbrockmendel,False,DEPR: deprecate convert_dates and keep_default_dates in read_json (GH#59161) (#66145)
pandas,32e6988fa84deabcc2baba117ef2b75e7838f491,2026-07-20 13:43:41 -0700,jbrockmendel,False,BUG: Timedelta.total_seconds drops sub-microsecond nanosecond component (#65389)
pandas,389c06f9d7d9a5695552e2f152f7155fefcc3a69,2026-07-20 13:54:14 -0700,jbrockmendel,False,DEPR: deprecate .loc row expansion with non-tuple key on MultiIndex (#64851)
pandas,76bac9e32eeee63f003ffecd431e8463a35e9b3c,2026-07-20 13:56:58 -0700,jbrockmendel,False,BUG: setitem-with-expansion silently corrupting values above the integer bound (GH#66394) (#66394)
pandas,1cda7d9fca4c49f58142f3e7060b03ba3bc34a3d,2026-07-20 14:35:12 -0700,jbrockmendel,False,PERF: rework parallel read_csv gather and worker structure (#66275)
pandas,c0aee4cea2c76e0e9d18cee248657356d79825f0,2026-07-20 18:14:58 -0700,jbrockmendel,False,TST: add regression tests for previously-fixed bug reports (#66398)
pandas,af6947a43679ea8ea9acbdc2b8d7e653152e2b97,2026-07-21 08:09:16 -0700,jbrockmendel,False,BUG: unique/factorize returning wrong results for non-UTF-8 strings (GH#34550) (#66403)
pandas,b8df5b2547af7ff18998e9b6938b327ba2e91c94,2026-07-21 13:39:09 -0700,jbrockmendel,False,DEPR: deprecate default openpyxl read_excel engine for xlsx/xlsm (GH#56542) (#66240)
pandas,5f8c52423ce12805bf9ad959a0b99add7e639911,2026-07-21 14:02:20 -0700,jbrockmendel,False,BUG: setitem-with-expansion not retaining datetime64/timedelta64 resolution (#66402)
pandas,3cbfb58f731626268db5ac5d2d2099be14b8964d,2026-07-21 14:03:02 -0700,jbrockmendel,False,BUG: register_option can clobber an existing option's namespace (GH#29242) (#66401)
pandas,889a559f0afdf5905c91262290da77688f29d958,2026-07-21 19:17:15 -0700,jbrockmendel,False,BUG: read_csv c-engine truncated strings at an embedded NUL byte (#66415)
pandas,1e38a065834fbdc032830faf6282f7e55ff2960b,2026-07-22 01:53:54 +0300,Denis KaradaÅŸ,False,BUG: Fix to_csv/astype tz-aware datetime formatting inconsistency (#63720)
pandas,b205111088d2db3c6213668282ac9ba47516c73c,2026-07-22 08:25:09 -0700,Fangchen Li,False,BUG: interpolate with an ArrowDtype temporal index raised (#66338)
pandas,cb2086a1a4daef499d3d6974460db96e423b7199,2026-07-22 18:49:11 -0700,jbrockmendel,False,TST: relax exact-equality asserts in test_autocorr (GH#65502) (#66427)
pandas,76b40237fdde446d5f8ae8b0422e73794ec6fadf,2026-07-23 07:36:32 -0700,jbrockmendel,False,DEPR: warn on silent dtype changes during setitem-with-expansion (#64678)
pandas,37e3d6cea6db3ad79abf12b679ea4656e2794115,2026-07-23 11:12:47 -0700,jbrockmendel,False,TST: check data file existence instead of directory in parser fixtures (GH#39321) (#66419)
pandas,245b2bdd0fc6fd8b2baf8df5a072fbfd6556949d,2026-07-23 11:13:13 -0700,jbrockmendel,False,BLD: build window extensions against strict C++ standard libraries (GH#51047) (#66416)
pandas,864572d1a6fc1f9dd809e541f70f5c03082425f2,2026-07-23 11:19:25 -0700,jbrockmendel,False,DOC: batch of docstring and user guide fixes (#66429)
pandas,cfe307a29e3f8d8a751a64624086465c30d6dfe9,2026-07-23 11:19:50 -0700,jbrockmendel,False,DOC: batch of documentation clarifications (#66397)
pandas,eeae7b4cf07fa2af04667d06b72b9bb2283d7c19,2026-07-24 08:47:20 -0700,jbrockmendel,False,BLD: invoke generate_version.py through the interpreter (GH#64272) (#66417)
pandas,83585beddc2916427b2583da7ffcc302325260e2,2026-07-24 14:03:37 -0700,jbrockmendel,False,BUG: DataFrame constructor from unique integer MultiIndex with flat index (GH#26460) (#66399)
pandas,94117ac11baf6fef67024b8d14fd8698ab0c5ece,2026-07-25 08:29:16 -0700,jbrockmendel,False,CI: restore pip installs dropped by setup-python v7 (#66458)
pandas,c5db237d702713313a5aba6ecff02aab0bd86936,2026-07-26 10:41:13 -0700,jbrockmendel,False,CI: restore actions:write for cache cleanup workflow (#66466)
pandas,f09f70e33e881ec32711c0419416b6376b80615e,2026-07-26 12:08:08 -0700,jbrockmendel,False,PERF: bump vendored fast_float to 8.2.10 (#66457)
pandas,875729bc59001eb643fe0c7bc238fe3d7b3d3f7c,2026-07-26 12:09:17 -0700,jbrockmendel,False,PERF: SIMD block fast lane in the read_csv tokenizer (#66274)
pandas,6b971a72eeb8d3acac9548b8872f32705ce94ba0,2026-07-27 07:42:10 -0700,jbrockmendel,False,DEPR: deprecate read_sas encoding default of None (GH#66470) (#66477)
pandas,2e5d3d0858e19eebc3b77a7b6b6880fd7e5c41a6,2026-07-27 07:42:43 -0700,jbrockmendel,False,PERF: speed up RLE/RDC decompression in read_sas (GH#47339) (#66462)
pandas,a95a1eb98b49b928858e1db2bd2a76f1202dac4b,2026-07-27 07:43:03 -0700,jbrockmendel,False,PERF: walk SAS page subheader pointers in Cython (GH#47339) (#66463)
pandas,ea80cd03d44ece976e86d09198dac28ed4f6319d,2026-07-27 08:49:09 -0700,jbrockmendel,False,TST: fix test_rdc_overlapping_back_reference under the read_sas encoding deprecation (#66483)
pandas,f35462093e226280aa8a70fc3738ad0fa39087cf,2026-07-27 09:31:46 -0700,jbrockmendel,False,CI: align codeql-action pins so CodeQL analysis runs again (#66467)
pandas,0f0d4abfde63eafba8304517c5765194f9f0ca56,2026-07-27 09:56:19 -0700,jbrockmendel,False,PERF: parse read_csv integers with fast_float::from_chars (#66459)
pandas,3e11cbe8be56240f478011dbd2ac4b10bef89055,2026-07-27 10:11:28 -0700,jbrockmendel,False,BUG: reject SAS7BDAT column metadata that does not fit the row (GH#47339) (#66469)
pandas,4f5414c6b45914f040b22b15fc9087343bd3de03,2026-07-27 13:43:54 -0700,jbrockmendel,False,PERF: avoid argsort of uniques in safe_sort (#66129)
pandas,116b5f54a563fc13fcf1460fd23656bc1cf92810,2026-07-27 13:58:55 -0700,jbrockmendel,False,ENH: Add union_categories parameter to pd.concat (#65098)
pandas,7986b42596f2354a0970c708ab6072172fe4d06b,2026-07-27 14:39:22 -0700,jbrockmendel,False,PERF: build read_sas string columns as pyarrow arrays directly (GH#47339) (#66464)
pandas,86cbc18b7d3df8ca4280fe2ab4133c02b837f3d5,2026-07-28 14:19:25 -0700,jbrockmendel,False,BUG: to_datetime ignoring dayfirst/yearfirst with unit (GH#63472) (#66472)
pandas,137069bd91fc71e1635d5d9259ceae7451cd20d2,2026-07-28 20:19:19 -0700,jbrockmendel,False,TST: min/max on object-dtype data with missing values (GH-18588) (#66507)
pandas,982854070758cd2015fc9e64395684546b1c5444,2026-07-28 20:22:05 -0700,jbrockmendel,False,BUG: read_pickle dropping Timestamp tz for pandas<=1.2 pickles (GH#61792) (#66506)
pandas,082e77392bdbb7683fa29a2dfd335fa5c7f623f0,2026-07-29 12:59:18 -0700,jbrockmendel,False,BUG: reject datetimes landing on the NaT sentinel (GH#66510) (#66520)
pandas,6cc06f63ffc7bc18c3b2809251b5e21626baea0a,2026-07-29 17:07:54 -0700,jbrockmendel,False,BUG: position-dependent integer inference in maybe_convert_objects (#66519)
pandas,f99a26ac934e5227e57f9d4797f13284981431ad,2026-07-30 10:27:44 -0700,jbrockmendel,False,BUG: Timestamp.isoformat splicing nanoseconds into a sub-minute UTC offset (#66547)
pandas,cbae8aea4a31a4052736ab0d23f284ff1e78aa06,2026-07-30 10:56:39 -0700,jbrockmendel,False,BUG: object and extension-dtype reductions honour skipna=False (GH-4147) (#66508)
pandas,e576b1c30be3260f48e9f8ff4128867a93a210ca,2026-07-31 13:15:55 -0700,Fangchen Li,False,PERF: use pyarrow kernel for Series.str.normalize with ArrowStringArray (#66431)
pandas,523a941dbbba81fccff8c9e198daececa70f10f0,2026-07-31 15:25:59 -0700,jbrockmendel,False,BUG: Timedelta multiplication by a NumPy scalar ignoring NEP 50 (GH#66551) (#66566)
pandas,321c068cd884e93d470253142ed23e1059399244,2026-07-31 15:40:51 -0700,jbrockmendel,False,PERF: pool skiplist node allocations for rolling median/quantile/rank (#66128)
pandas,3347ad2f75292729d495544371409ecc04d54010,2026-07-31 15:43:32 -0700,jbrockmendel,False,DEPR: deprecate DataFrame construction from ragged list of sequences (#65751)
pandas,b43266ef8d0b4d99944b279c744d7f4a7dc6a2df,2026-07-31 17:26:06 -0700,jbrockmendel,False,BUG: out-of-bounds read localizing a wall time onto the NaT sentinel (#66570)
pandas,5c2fc85c910c54664fe615d449eb55d6f1e175c2,2026-07-31 19:41:28 -0700,jbrockmendel,False,"BUG: length-aware string hashtable keys, fixing embedded-NUL collapse in unique/factorize/groupby (#66512)"
pandas,3bfe257e3a12b2d5c00c09c7ecdbfa1a225dc7c3,2026-08-01 08:36:13 -0700,jbrockmendel,False,BUG: cumsum on timedelta64 silently wrapping (GH#66551) (#66576)
pandas,4bf6394817fe69d81ec1599617c6571c841195aa,2026-08-01 08:36:53 -0700,jbrockmendel,False,BUG: tz_localize nonexistent shift past the last DST transition (GH#66550) (#66569)
pandas,acfeb1681ba4fa52b91f277c23f3b8ad6cb73e8d,2026-08-01 11:16:23 -0700,jbrockmendel,False,BUG: read_csv c engine matched na_values only up to an embedded NUL (#66513)
pandas,21eac2335d5f9960bc081e9b5d2a06b6bdf3d2c1,2026-08-01 11:18:10 -0700,jbrockmendel,False,BUG: Timedelta arithmetic landing on the NaT sentinel tripped a bare assert (GH#66551) (#66583)
pandas,30bb3974643e616d4f03a8fbf0d43cdbc3e12195,2026-08-01 11:19:01 -0700,jbrockmendel,False,BUG: Timestamp subtraction landing on the NaT sentinel (GH#66552) (#66580)
pandas,e681865cdb4b625d479ec20af9d1db813432181d,2026-08-01 11:20:04 -0700,jbrockmendel,False,BUG: Period arithmetic landing on the NaT sentinel (GH#66552) (#66586)
pandas,12d8a044697ff24147e804e2396eafe10747840c,2026-08-01 11:21:37 -0700,jbrockmendel,False,BUG: Timestamp +/- timedelta64 ndarray silently wrapping (GH#66552) (#66581)
pandas,561399f2b1cef7a9a4e7b1a68fd5a73b4f944cd9,2026-08-01 11:23:11 -0700,jbrockmendel,False,BUG: Timedelta division by an integer computed in float64 (GH#66551) (#66585)
pandas,20db33011e63847ec5d071eacb680ec94e8b173f,2026-08-01 17:06:49 -0700,jbrockmendel,False,"BUG: read_csv c engine truncated fixed-width, converter and column-name values at an embedded NUL (#66511)"
pandas,92d805f913febf5ece5a91a96d2a54ef8b7f0c7d,2026-08-01 17:09:33 -0700,jbrockmendel,False,BUG: dayofweek truncated the year to 32 bits (GH#66549) (#66589)
pandas,eac34231b720d3f9fa2130bc87dcfc607f2138c2,2026-08-01 17:10:21 -0700,jbrockmendel,False,BUG: Series/DataFrame.sum on timedelta64 accumulating in float64 (GH#66551) (#66582)
pandas,8fc770484c6bac9cc7adee691278d0743c9dde62,2026-08-01 17:11:53 -0700,jbrockmendel,False,BUG: groupby sum on timedelta64 silently wrapping (GH#66551) (#66587)
pandas,b82e031e09590ec02b499cca66336179496d1928,2026-08-01 17:26:26 -0700,jbrockmendel,False,DEPR: PeriodIndex.is_full (#65163)
pandas,a8ed6c1f40fd1ecc12fde7f134929a74aba0ec38,2026-08-01 18:47:12 -0700,jbrockmendel,False,BUG: Timedelta +/- landing on the NaT sentinel returned NaT (GH#66552) (#66595)
pandas,85bd2c8a4a56c1263f1b1d30727c6bb2839cfbf0,2026-08-01 18:51:39 -0700,jbrockmendel,False,BUG: Timestamp constructor silently ignoring arguments (GH#31930) (#66535)
pandas,ab37599b245a52a19dddac6e1d96c5d8954fd7b6,2026-08-01 20:42:31 -0700,jbrockmendel,False,BUG: month and quarter offsets truncated n to 32 bits (GH#66549) (#66597)
pandas,7dd7ccf65e3f36c1264f7ae76450ed4d4cc6e14f,2026-08-02 09:41:35 -0700,jbrockmendel,False,BUG: read_csv and to_numeric parsed numeric and boolean fields from only the bytes before an embedded NUL (GH#66524) (#66594)
pandas,ac9ca5033fdd5357c0a8d8b13b28a8195912b905,2026-08-02 13:22:41 -0700,Fangchen Li,False,PERF: release the GIL in the sorted merge-join indexers (#66578)
pandas,cbfdca467f9479e1501a5f33cc7555c4063e632b,2026-08-03 10:38:27 -0700,jbrockmendel,False,BUG: datetimelike arithmetic landing on the NaT sentinel returned NaT (GH#66549) (#66602)
pandas,30538196adabff39cfb2d809eb6119a96455b450,2026-08-03 11:06:29 -0700,jbrockmendel,False,PERF: recover read_csv string-column speed after GH-66415 (#66426)
pandas,4c6298080fd8be5aa76e6cf4415d02aa951b6ed6,2026-08-03 11:52:46 -0700,Fangchen Li,False,BUG: skew/kurt on ArrowDtype returned the biased statistic; kurt raised (#66336)
pandas,8c9aea1257337a6f14bab8090a174243aa2ef955,2026-08-03 11:56:06 -0700,Fangchen Li,False,CLN: remove unreachable ArrowDtype exclusion in _factorize_keys (#66337)
pandas,f90323d744318565d63f21ca0ae7d34a1a17c4f5,2026-08-03 15:34:52 -0700,jbrockmendel,False,TST: speed up test_string_fast_path_matches_object_path (#66610)
pandas,75b376edce643953aabec760f861b64f88e6c398,2026-08-04 09:15:29 -0700,Fangchen Li,False,PERF: add an Arrow/NumPy hybrid groupby path for decimal and string types. (#63416)
pandas,c14771d83bd04a7f30e4bb29ba8bad408caa14c1,2026-08-04 09:48:09 -0700,jbrockmendel,False,DEPR: Series.dt.freq returning a string instead of DateOffset (#64701)
pandas,310b25674feb9a91d5e74bb835029d3d24e62b82,2026-08-04 12:59:01 -0700,jbrockmendel,False,BUG: read_csv parallel default ignored CPU affinity and cgroup limits (#66613)
pandas,1d6b36eb8ffae789bdf50b891106304f43f2af98,2026-08-04 15:33:00 -0700,jbrockmendel,False,"PERF: read_csv string columns, cutting per-column-chunk GIL work (#66619)"
pandas,f0ed68acb15ac7c5c24325c9fc776874a16f1bb9,2026-08-05 07:27:45 -0700,jbrockmendel,False,PERF: merge_asof with by (#66121)
pandas,34976fdcb83808b4dc6c159fb834882a92f8e02a,2026-08-05 07:31:46 -0700,jbrockmendel,False,PERF: single-pass composite-key factorization for multi-key merges (#66124)
pandas,2454e774ca44f03a0a89cc072630c312442339ac,2026-08-05 07:33:15 -0700,jbrockmendel,False,PERF: read_csv integer fast path using fast_float's digit helpers (#66487)
pandas,5ce9fa72bf7b9a1aea0d32feba3f1df49a524f70,2026-08-06 09:38:23 -0700,jbrockmendel,False,PERF: consolidate read_csv token metadata into a single word_ends array (#66276)
pandas,71959b8cb9b2459c16e14b34f28b178ccfe14735,2026-08-06 13:12:13 -0700,jbrockmendel,False,DEPR: convert_dtypes boolean keywords (#65169)
pandas,d0d07d18f9fe855529997e3fe16cf1d0c8ce5eb8,2026-08-06 23:12:57 -0700,Fangchen Li,False,DOC: point the Arrow duration dt.seconds whatsnew entry at GH#63283 (#66637)
pandas,9e01ba9c74cf452389f08c5a79f5084dc947c1b0,2026-08-07 01:33:10 +0530,Aniket Saha,False,BUG: DataFrame.stack raising a bare AssertionError on duplicate levels (GH#66588) (#66590)
pandas,e7ed83ad33600979f659d2f946d016743d7d0c24,2026-08-07 11:09:03 -0700,jbrockmendel,False,BUG: segfault reading from a closed read_csv reader (GH#66622) (#66642)
pandas,9fcddfbcad41d4d1cf13e355915a83a95f3e7565,2026-08-07 11:09:34 -0700,jbrockmendel,False,BUG: Timedelta mul/div by a whole-numbered float computed in float64 (GH#66551) (#66640)
pandas,09d9b62ca8bd6daa927be8962b3a5c491f9842f5,2026-08-07 11:11:26 -0700,jbrockmendel,False,BUG: vectorized month and quarter offsets raised a bare OverflowError (GH#66549) (#66638)
pandas,febd31a785b4921299f9d60c46a9042095ae0fd7,2026-08-07 12:37:21 -0700,jbrockmendel,False,DOC: don't execute the read_xml remote-URL example (#66650)
pandas,d8659d45c49d09f2f207b002d172e1af1a7555a7,2026-08-07 14:18:46 -0700,jbrockmendel,False,"DEPR: isinstance(obj, DateOffset) for non-DateOffset offsets (#64699)"
pandas,3ac4ba16373ec2d25839b49f425a26864e86f0a1,2026-08-07 14:19:10 -0700,jbrockmendel,False,BUG: Week offset added to a datetime64 array wrapped or landed on NaT (GH#66552) (#66652)
pandas,ad6c7b5b0117211b7364cb03c2f69e566ccdbd99,2026-08-07 14:19:50 -0700,jbrockmendel,False,"DEPR: DatetimeIndex dayfirst, yearfirst, ambiguous keywords (#64647)"
pandas,077308927e2deb8a21de27dc606310cb7a33c7ca,2026-08-07 14:20:35 -0700,jbrockmendel,False,"DEPR: Deprecate passing integers to Period, PeriodArray/PeriodIndex (#65173)"
pandas,cf6c2fba5fa503bc4868e9dd4ac2c24d6db8dd5f,2026-08-07 15:32:52 -0700,jbrockmendel,False,BUG: BusinessDay added to a datetime64 array wrapped or landed on NaT (GH#66552) (#66653)
pandas,e0839ed77b2f536d49ccee27a22697b9ff9b38b3,2026-08-07 15:33:37 -0700,jbrockmendel,False,"DEPR: deprecate parsing quarterly strings in Timestamp, to_datetime, DatetimeIndex (#64645)"
pandas,fd9e79889f7f080409e8a447a78e738bcf8b7d35,2026-08-08 07:37:08 -0700,jbrockmendel,False,BUG: DateOffset added to a datetime64 array landing on the NaT sentinel (GH#66552) (#66648)
pandas,b9c2c32e488d44fb4f7a8781a02532cdaf7587e4,2026-08-08 07:37:26 -0700,jbrockmendel,False,DOC: batch of user guide and docstring fixes (#66655)
pandas,7a9eb84275b75ca4f399a1b545bd7422912f816b,2026-08-08 07:37:41 -0700,jbrockmendel,False,TST: add regression tests for already-fixed bug reports (#66654)
pandas,99c776a95e6060763c7707aab5ea7c1a5da55276,2026-08-08 10:35:21 -0700,jbrockmendel,False,BUG: Timedelta added to a timedelta64 array wrapped or landed on NaT (GH#66552) (#66661)
pandas,e0183195cf9fda06afaf61c27ef7843148ac9851,2026-08-08 16:29:57 -0700,jbrockmendel,False,BUG: read_csv crashed instead of raising when an allocation failed mid-error (#66660)
pandas,748f391c1cbb441d167860db0ea39481a47982e0,2026-08-09 09:59:32 -0700,jbrockmendel,False,DEPR: select_dtypes non-standard datetimetz/period dtype strings (GH#24558) (#66666)
pandas,f4983f3f37ef84ba191d0905cadf258a2030d83a,2026-08-09 10:15:51 -0700,jbrockmendel,False,BUG: read_hdf returned a sentinel string for missing values appended to a MultiIndex level in an older file (GH#9604) (#66667)
pandas,e167d7bac97f4e6f2c5324339e1ecddd307e59ff,2026-08-09 10:47:12 -0700,Fangchen Li,False,PERF: use Arrow native path for str.partition when expand=True (#63602)
pandas,1e2f5c4badf08cd7a6acafa432208a3f51d86c55,2026-08-09 11:15:11 -0700,jbrockmendel,False,BUG: Timedelta multiplied by a numeric array wrapped or saturated (GH#66552) (#66668)
pandas,dd2c4673617ed79550e9b5c967305a6fe013bc40,2026-08-09 15:06:34 -0700,jbrockmendel,False,"PERF: build read_csv pyarrow string columns without the GIL, deferring the wrap (#66277)"
pandas,ebd40365c94b2d34ce56ff5bfe1a527ed1bb7f49,2026-08-09 15:11:41 -0700,jbrockmendel,False,BUG: Day offset added to a tz-aware DatetimeIndex wrapped or landed on the NaT sentinel (GH#66552) (#66679)
pandas,4c05254e1985f4d756832a1ad7c74e1c12f0d8e0,2026-08-09 15:12:12 -0700,jbrockmendel,False,BUG: Timedelta divided by a float array saturated (GH#66552) (#66670)
pandas,8de16c3d10bfc3c55978d6a8298d2e240f73fa1b,2026-08-09 15:12:28 -0700,jbrockmendel,False,BUG: to_datetime/to_timedelta with narrow NumPy scalars and a unit (GH#56996) (#66671)
pandas,7cfb7e4e360c3b29a68ecc750d4baa7af925c97d,2026-08-09 15:12:45 -0700,jbrockmendel,False,BUG: loc/iloc setitem transposing nested values on single-block frames (GH#65241) (#66676)
pandas,2caec3229372bc64f77d996f7640326d08a62d12,2026-08-09 15:13:16 -0700,jbrockmendel,False,BUG: setitem-with-expansion saturating or raising for integer EA dtypes (GH#65094) (#66677)
pandas,4da652d8d2a6840c74f9e744b361abc9a0418e0a,2026-08-09 18:01:03 -0700,jbrockmendel,False,BUG: Period minus Period raised OverflowError for a count of INT64_MIN (GH#66552) (#66682)
pandas,78e55c3622499ca1bfaeb0db5456dce8308a63f2,2026-08-09 18:46:21 -0700,jbrockmendel,False,PERF: vectorize datetimelike array addition when the bounds allow it (GH#66552) (#66685)
pandas,bffe2a762e6dd34aada10e01be30170660c87ab5,2026-08-09 19:12:56 -0700,jbrockmendel,False,BUG: composed DateOffset rejected on the array path (GH#66549) (#66689)
pandas,6faf2dcd0c55fa7f41caaf5bed887890122d455a,2026-08-09 19:13:56 -0700,jbrockmendel,False,BUG: concat with null[pyarrow] altered the other columns' dtype (GH#62343) (#66687)
pandas,6663b2123b9a90c1d77212d7928c2a915fc69c38,2026-08-09 19:41:10 -0700,jbrockmendel,False,BUG: unstack(sort=False) placed values under wrong row labels (GH#62816) (#66680)
pandas,18e2ea6f3344b064169b24618fc5e8480c288b56,2026-08-09 19:42:04 -0700,jbrockmendel,False,BUG: rolling cov/corr wrong after a large value leaves the window (GH#65739) (#66678)
pandas,b4b3082721233676fadf2821d67926a509271448,2026-08-09 20:01:03 -0700,jbrockmendel,False,BUG: read_csv parallel path takes the corrupting path for falsy non-False low_memory (GH#66259) (#66686)
pandas,44ae06694d5a11b8876f2925ea81d68aedb64661,2026-08-09 20:01:32 -0700,jbrockmendel,False,BUG: SparseArray groupby mis-materialized the fill value (GH#64758) (#66690)
pandas,fdf42cdf8834a95778df05af88c92eb7e3a4cdfd,2026-08-10 08:25:20 -0700,jbrockmendel,False,BUG: Timedelta added to a datetime64 array wrapped or landed on NaT (GH#66552) (#66692)
pandas,4d629067f706f06c70f562aa3942f8934429f260,2026-08-10 08:26:33 -0700,jbrockmendel,False,BUG: parallel read_csv raised EmptyDataError on a blank first data line (GH#66259) (#66691)
pandas,638f80d8236e029fd0230bd844cf592a8bc2c59a,2026-08-10 11:33:12 -0700,jbrockmendel,False,BUG: assigning NA to a sliced Arrow binary column corrupted it (GH#64320) (#66704)
pandas,1a559bfdfae0983de9c883a6b450e5fcec5968d9,2026-08-10 11:33:30 -0700,jbrockmendel,False,BUG: loc/iloc split-path 2D setitem silently transposed non-ndarray rows (GH#64230) (#66702)
